,Mean_cons_kwh,Detached_pct,Semi_detached_pct,Terraced_pct,Flat_pct
Mean_cons_kwh,1.0,0.894097259679716,0.0837333015938479,-0.6610310666233387,-0.6302721669167239
Detached_pct,0.894097259679716,1.0,0.28572355111231873,-0.5193295261166264,-0.8480492197014363
Semi_detached_pct,0.0837333015938479,0.28572355111231873,1.0,0.2205218792293638,-0.6615333534015077
Terraced_pct,-0.6610310666233387,-0.5193295261166264,0.2205218792293638,1.0,0.04398963451756172
Flat_pct,-0.6302721669167239,-0.8480492197014363,-0.6615333534015077,0.04398963451756172,1.0
